population,instance,n,dimension,rho_nominal,rho_measured,kurtosis,alpha,large_n
batch2,AUG_subspace-d10-n1000-g10000-k1-rho32-r0,1000,10,32.0,32.14000202566606,1.2133214656280742,1.1027949348806134,True
batch2,AUG_subspace-d10-n400-g1000-k1-rho64-r0,400,10,64.0,59.81984482594985,1.226973588468172,1.1038542543523797,True
batch2,AUG_subspace-d2-n1000-g10000-k1-rho2-r0,1000,2,2.0,2.67774626619924,8.576945677161323,1.2983597139483234,True
batch2,AUG_subspace-d5-n1000-g1000-k1-rho2-r0,1000,5,2.0,3.4485165275211247,101.64237142221329,1.2457545757893402,True
batch2,AUG_subspace-d3-n1000-g1000-k1-rho2-r0,1000,3,2.0,2.9051029166082145,12.132954770004304,1.2419396793746844,True
batch2,AUG_subspace-d20-n200-g10000-k1-rho64-r0,200,20,64.0,65.88871200316741,1.0971370410676853,1.075292201552954,True
batch2,AUG_subspace-d20-n200-g100-k1-rho4-r0,200,20,4.0,3.8676485192836987,1.0988305109842238,1.1150468207551771,True
batch2,AUG_subspace-d10-n1000-g100-k1-rho4-r0,1000,10,4.0,3.98849084551346,1.2268198954009613,1.1558101053021343,True
batch2,AUG_subspace-d20-n1000-g10000-k1-rho32-r0,1000,20,32.0,32.300702310414486,1.107507353655991,1.0758570767600484,True
batch2,AUG_subspace-d2-n700-g100-k1-rho32-r0,700,2,32.0,35.12137201920806,3.1864404464611513,1.1635485943111872,True
batch2,AUG_subspace-d5-n700-g10000-k1-rho64-r0,700,5,64.0,63.00688696990609,1.537801382862799,1.1222651680771563,True
batch2,AUG_curve-d3-n200-g100-rho2-shapearc-r0,200,3,2.0,25.604694045298956,2.0464463215992064,1.23537889965253,True
batch2,AUG_subspace-d20-n1000-g1000-k1-rho64-r0,1000,20,64.0,64.55230535228186,1.1008169204116272,1.0758514278744242,True
batch2,AUG_subspace-d50-n700-g10000-k1-rho2-r0,700,50,2.0,1.9903407038376335,1.042470471908059,1.2185811190551066,True
batch2,AUG_curve-d50-n400-g1000-rho32-shapearc-r0,400,50,32.0,117.49679887873211,1.322390932026102,1.048230356409734,True
batch2,AUG_subspace-d5-n1000-g100-k1-rho4-r0,1000,5,4.0,4.114929270372842,1.6386756147882184,1.1793553871951836,True
batch2,AUG_curve-d10-n100-g10000-rho8-shapearc-r0,100,10,8.0,17.72527175744809,1.375873002446855,1.1168793724825101,False
batch2,AUG_curve-d3-n400-g1000-rho100-shapearc-r0,400,3,100.0,130.36804407049368,1.6029422971783667,1.1098759407580019,True
batch2,AUG_curve-d2-n100-g1000-rho4-shapearc-r0,100,2,4.0,17.31995018795135,1.9177320213319504,1.2233904054595164,False
batch2,AUG_curve-d5-n400-g1000-rho4-shapearc-r0,400,5,4.0,46.86929440891532,2.1137139248718886,1.1529467265796514,True
batch2,AUG_curve-d20-n200-g100-rho2-shapearc-r0,200,20,2.0,18.702493507742606,2.044209243908067,1.1720325893819072,True
batch2,AUG_curve-d50-n100-g10000-rho16-shapearc-r0,100,50,16.0,26.51639108748548,1.1067753479080245,1.0588493670998562,False
batch2,AUG_curve-d20-n200-g1000-rho100-shapearc-r0,200,20,100.0,80.89614355703893,1.10525427808901,1.088561424399885,True
batch2,AUG_curve-d5-n1000-g1000-rho8-shapearc-r0,1000,5,8.0,260.5758914069181,1.7471934262657751,1.1246695933125281,True
batch2,AUG_subspace-d2-n700-g10000-k1-rho100-r0,700,2,100.0,91.6219849952859,3.1335563957604307,1.1288765816453112,True
batch2,AUG_curve-d20-n400-g10000-rho16-shapearc-r0,400,20,16.0,67.2896469075926,1.7036693262537954,1.0696679559472293,True
batch2,AUG_subspace-d10-n1000-g10000-k1-rho16-r0,1000,10,16.0,15.894201333378021,1.2193798703842158,1.102232792327504,True
batch2,AUG_curve-d3-n200-g10000-rho32-shapearc-r0,200,3,32.0,34.620435458978754,1.9626815755625229,1.1376151456386068,True
batch2,AUG_curve-d3-n1000-g10000-rho16-shapearc-r0,1000,3,16.0,159.11036197389743,1.9256098629656933,1.1448692331804065,True
batch2,AUG_curve-d50-n400-g100-rho8-shapearc-r0,400,50,8.0,115.80268445595274,1.6484908984180515,1.0472204960258948,True
batch2,AUG_curve-d10-n1000-g100-rho2-shapearc-r0,1000,10,2.0,239.3853648254218,1.7392394342027406,1.1993177368740997,True
batch2,AUG_curve-d2-n700-g10000-rho4-shapearc-r0,700,2,4.0,143.25330048091337,1.791733098599536,1.2040220787548692,True
batch2,AUG_curve-d10-n400-g1000-rho16-shapearc-r0,400,10,16.0,63.59988915488796,1.7198403447506523,1.099236307793624,True
batch2,AUG_subspace-d10-n700-g100-k1-rho32-r0,700,10,32.0,32.80783319928323,1.207716403292327,1.0902296143710455,True
batch2,AUG_curve-d5-n700-g10000-rho2-shapearc-r0,700,5,2.0,171.743145071273,1.7990939936662262,1.198041989544642,True
batch2,AUG_subspace-d10-n1000-g100-k1-rho8-r0,1000,10,8.0,7.940201727158252,1.2202247323649305,1.113998765623232,True
batch2,AUG_curve-d10-n400-g1000-rho8-shapearc-r0,400,10,8.0,56.65585901672857,1.8545818294281167,1.0832325904007074,True
batch2,AUG_curve-d20-n400-g1000-rho2-shapearc-r0,400,20,2.0,79.13585825485525,1.9303366566505638,1.1809131768598917,True
batch2,AUG_curve-d2-n400-g10000-rho2-shapearc-r0,400,2,2.0,68.87431489607742,1.9179804589133094,1.3085493608834096,True
batch2,AUG_curve-d3-n400-g10000-rho4-shapearc-r0,400,3,4.0,47.43840744400346,2.072257867109549,1.1700863127860799,True
batch2,AUG_curve-d5-n400-g100-rho16-shapearc-r0,400,5,16.0,69.57917785023363,1.9929117998547354,1.1327728510996564,True
batch2,AUG_curve-d2-n200-g1000-rho2-shapearc-r0,200,2,2.0,53.43575765519699,1.5916282625059206,1.2714840686161426,True
batch2,AUG_curve-d50-n1000-g100-rho32-shapearc-r0,1000,50,32.0,162.16346340896536,1.7792313974115297,1.0479955057178314,True
batch2,AUG_curve-d2-n400-g100-rho4-shapearc-r0,400,2,4.0,38.71511578246021,1.9941206222932362,1.201666970277326,True
batch2,AUG_curve-d3-n200-g10000-rho16-shapearc-r0,200,3,16.0,30.477468293103733,2.033321883279275,1.13467688942364,True
batch2,AUG_curve-d10-n700-g100-rho64-shapearc-r0,700,10,64.0,93.88234527520146,1.3912714028428566,1.0978096277559661,True
batch2,AUG_curve-d5-n700-g10000-rho4-shapearc-r0,700,5,4.0,97.81543677628625,2.0285661335025518,1.1516650329963674,True
batch2,AUG_curve-d20-n400-g10000-rho2-shapearc-r0,400,20,2.0,92.78218899034319,1.6659341626185729,1.180040990186215,True
batch2,AUG_curve-d50-n200-g100-rho32-shapearc-r0,200,50,32.0,73.84755414983593,1.1386854734901721,1.0522060150951666,True
batch2,AUG_curve-d3-n400-g10000-rho32-shapearc-r0,400,3,32.0,69.33648514860612,1.6923575226238938,1.1441725714882416,True
batch2,AUG_curve-d2-n400-g10000-rho16-shapearc-r0,400,2,16.0,102.79039276786409,1.9081736255744615,1.1485758128851167,True
batch2,AUG_subspace-d50-n1000-g100-k1-rho100-r0,1000,50,100.0,100.56189884423766,1.0426348497700308,1.0567333674193262,True
batch2,AUG_curve-d50-n1000-g10000-rho2-shapearc-r0,1000,50,2.0,241.17299583123162,1.7818687762744758,1.148073369997139,True
batch2,AUG_curve-d3-n200-g1000-rho8-shapearc-r0,200,3,8.0,38.68740247321196,1.8778183779786055,1.1331175600212788,True
batch2,AUG_curve-d10-n200-g1000-rho2-shapearc-r0,200,10,2.0,43.0008774996757,1.715951877986066,1.2108626671353648,True
batch2,AUG_curve-d2-n100-g10000-rho100-shapearc-r0,100,2,100.0,27.718605335611613,2.5427044269298613,1.1659993827145088,False
batch2,AUG_subspace-d2-n1000-g1000-k1-rho100-r0,1000,2,100.0,97.2239165221057,2.933675877789518,1.1318174671170096,True
batch2,AUG_curve-d10-n400-g100-rho64-shapearc-r0,400,10,64.0,84.4534584328431,1.2688621048953537,1.0950279784807961,True
batch2,AUG_collinear-d3-n1000-g10000-rho2-r0,1000,3,2.0,1.9704908935672198,1.9980353992979043,1.2679927420371435,True
batch2,AUG_curve-d3-n1000-g1000-rho64-shapearc-r0,1000,3,64.0,248.81722503954137,1.7129453309459726,1.124977376537395,True
batch2,AUG_curve-d2-n1000-g100-rho8-shapearc-r0,1000,2,8.0,114.40877286467193,1.963037473343071,1.1769492419020229,True
batch2,AUG_curve-d10-n400-g10000-rho32-shapearc-r0,400,10,32.0,54.69981874516724,1.384320349188508,1.0887770309860079,True
batch2,AUG_curve-d10-n700-g1000-rho100-shapearc-r0,700,10,100.0,195.11999093007972,1.3129621061840975,1.0968890338166142,True
batch2,AUG_curve-d3-n700-g100-rho100-shapearc-r0,700,3,100.0,144.6003980910362,1.8230660335801245,1.103559565812902,True
batch2,AUG_curve-d50-n1000-g1000-rho64-shapearc-r0,1000,50,64.0,169.94350884474036,1.4367270458561596,1.0496384188961332,True
batch2,AUG_curve-d50-n1000-g10000-rho4-shapearc-r0,1000,50,4.0,190.45972951593924,1.9040566899930713,1.0740546426417275,True
batch2,AUG_curve-d20-n700-g1000-rho100-shapearc-r0,700,20,100.0,154.44549781641152,1.2064961223042117,1.0753148947157,True
batch2,AUG_curve-d50-n400-g1000-rho4-shapearc-r0,400,50,4.0,44.26020375273992,1.988303275178138,1.0713627471445093,True
batch2,AUG_curve-d20-n200-g10000-rho2-shapearc-r0,200,20,2.0,32.304618423300326,2.0881295299226355,1.1853231660432675,True
batch2,AUG_curve-d5-n400-g100-rho32-shapearc-r0,400,5,32.0,71.38085526132326,1.7144288476453704,1.1260959613795625,True
batch2,AUG_curve-d3-n200-g10000-rho64-shapearc-r0,200,3,64.0,42.75202879214605,2.0297373223351953,1.1278569260034317,True
batch2,AUG_curve-d5-n1000-g10000-rho16-shapearc-r0,1000,5,16.0,96.64957899829228,2.011995491007139,1.1307834729702815,True
batch2,AUG_curve-d2-n1000-g10000-rho100-shapearc-r0,1000,2,100.0,97.03158123471269,2.7027748090777357,1.1296414822550707,True
batch2,AUG_curve-d50-n200-g10000-rho2-shapearc-r0,200,50,2.0,21.515809913239828,2.067387636234993,1.1756761612440285,True
batch2,AUG_curve-d5-n100-g10000-rho4-shapearc-r0,100,5,4.0,24.683475459562516,1.8371137900097572,1.145740728306649,False
batch2,AUG_subspace-d2-n1000-g1000-k1-rho64-r0,1000,2,64.0,65.86154638592426,2.8326922346187904,1.145384608409375,True
batch2,AUG_curve-d50-n1000-g1000-rho2-shapearc-r0,1000,50,2.0,232.4415306926587,1.8893346450847472,1.1550323875981172,True
batch2,AUG_curve-d3-n200-g1000-rho100-shapearc-r0,200,3,100.0,65.56563462523198,1.6272757155909892,1.0903034452351934,True
batch2,AUG_curve-d2-n400-g10000-rho100-shapearc-r0,400,2,100.0,92.18729711380944,2.725521683493422,1.1214270052562145,True
batch2,AUG_curve-d5-n700-g100-rho4-shapearc-r0,700,5,4.0,137.59765428273943,1.9603397237636395,1.1478581665763674,True
batch2,AUG_curve-d10-n200-g1000-rho16-shapearc-r0,200,10,16.0,37.61890642861955,1.510467325204968,1.1015727631422543,True
batch2,AUG_curve-d5-n1000-g100-rho4-shapearc-r0,1000,5,4.0,128.13555628004084,1.9233807974391808,1.1425639394048954,True
batch2,AUG_curve-d20-n700-g10000-rho64-shapearc-r0,700,20,64.0,125.54293381518097,1.3402906509314445,1.0785746978554158,True
batch2,AUG_curve-d50-n700-g100-rho32-shapearc-r0,700,50,32.0,184.52268002304444,1.5462316936767844,1.0478829068354805,True
batch2,AUG_curve-d10-n1000-g1000-rho4-shapearc-r0,1000,10,4.0,221.21446849478235,1.9766227859621173,1.1112143229425588,True
batch2,AUG_curve-d10-n1000-g1000-rho2-shapearc-r0,1000,10,2.0,191.73632969670606,1.8439926271170117,1.2019670560102969,True
batch2,AUG_curve-d20-n700-g1000-rho16-shapearc-r0,700,20,16.0,71.90083231477877,1.9362400408628302,1.0721125919546188,True
